QGC WPL 110
0	0	0	16	0.0	0.0	0.0	0.0	-35.3632621765	149.165237427	594.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3623428345	149.165100098	30.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3615036011	149.165084839	30.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3610038757	149.165756226	30.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3608703613	149.16708374	30.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.361579895	149.168197632	30.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.362651825	149.168319702	30.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3645172119	149.168655396	30.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3654441833	149.168228149	25.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3658027649	149.167251587	25.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3654708862	149.166061401	20.0	1
0	0	3	16	0.0	0.0	0.0	0.0	-35.3640899658	149.165374756	10.0	1
0	0	3	21	0.0	0.0	0.0	0.0	-35.3633384705	149.165252686	5.0 	1
0	0	3	21	0.0	0.0	0.0	1.0	-35.3633384705	149.164252686	0.0 	1
